CPNT_ID,CPNT_TYP_ID,REV_DTE,DMN_ID,NOTACTIVE,CPNT_TITLE,DEL_MTH_ID,SUBJ_AREA_1,SUBJ_AREA_2,SUBJ_AREA_3,CONTACT,CPNT_DESC,COMMENTS,CMPL_STAT_ID,CPNT_LEN,AUTO_FILL_ENRL,ENRL_THRESHOLD_DAYS,SCHEDULE_CAN_OVERRIDE_PRICE,RTYP_ID,CPNT_SRC_ID,SAFETY_REL,CREATE_DTE,INIT_NUMBER,INIT_PERIOD_TYPE_ID,INIT_BASIS_TYPE_ID,RETRNG_NUMBER,RETRNG_PERIOD_TYPE_ID,RETRNG_BASIS_TYPE_ID,REV_NUM,REVISER,APPRVR,APPRVD,APPRVL_DTE,MIN_ENRL,MAX_ENRL,PREP_LEN,DEFAULT_PUB_PRICE,LES_PLAN,CREDIT_HRS,CPE_HRS,CONTACT_HRS,STUD_MATS,INST_MATS,CPNT_GOALS,TGT_AUDNC,GRADE_OPT,CHGBCK_METHOD,SHOW_IN_CATALOG,COL_NUM1_VAL,COL_NUM2_VAL,COL_NUM3_VAL,COL_NUM4_VAL,COL_NUM5_VAL,PRICE_CURRENCY_CODE,LEVEL1_SURVEY,LEVEL3_SURVEY,CATALOG_1,CATALOG_2,CATALOG_3,APP_ID,BUILD_USER,BUILD_COMPANY,BUILD_LOC,BUILD_DATE,DEVELOPER_TOOL,CONTENT_ONLINE,LAUNCH_TYPE,PRIMARY_PARAM,OFFLINE_PRIMARY_PARAM,SECONDARY_PARAMS,AICC_SUPPORT,ENABLE_CROSSDOMAIN,ITEM_ONLINE,ITEM_ONLINE_ONLY,REVIEWABLE,DAYS_TO_EXPIRATION,FAIL_STAT_ID,AICC_MAX_NORMAL,MODULE_NAME,MASTERY_SCORE,REMOVE_CPNT_MODULE_FLAG,ESIG_ENABLED,INCLUDE_IN_GOVT_REPORTING,TRAINING_TYPE,LGL_ENTITY_2483_ID,ENABLE_RATING,INCLUDE_PREV_REV_RATING,MODULE_TYPE,CONTENT_WRAPPER_TYPE,EXAM_REVIEW_OPTION,NODE_LEVEL,NODE_NO,OFFLINE_ACCESSIBLE,APP_DMN_ID,APP_DESCRIPTION,APP_NOTACTIVE,APP_TITLE,AUTO_COMPETENCY,THUMBNAIL_URI,FAILURE_ACTION,REPEAT_COUNT,OFFLINE_FILE_PATH,SELF_ENRL,ENABLE_ORDER,APPROVAL_REQD,TAP_DEF_ID,SELF_RECORD_LRNGEVT,SUB_RECORD_LRNGEVT,USE_AICC_WRAPPER,HTML_CPNT_DESC,TRIGGER_CPNT_PASS,TRIGGER_CPNT_FAIL,PARENT_MODULE_NAME,FORCE_ORDER,LOCALE,USER_CAN_WAITLIST,SUPER_ENRL,WITHDRAW_TAP_DEF_ID,WITHDRAW_APPROVAL_REQ,LAUNCH_IN_A_NEW_BWSR_WINDOW,PRODUCTION_READY,SCHED_CAN_OVERRIDE_CAN_POLICY,CANCEL_POLICY_ID,SKIP_CONTENT_STRUCTURE_PAGE!##!
course-23877,ONLINE,,AHOLD,N,Market Basket Analysis in Python,,,,,,"What do Amazon product recommendations and Netflix movie suggestions have in common? They both rely on Market Basket Analysis, which is a powerful tool for translating vast amounts of customer transaction and viewing data into simple rules for product promotion and recommendation. In this course, you’ll learn how to perform Market Basket Analysis using the Apriori algorithm, standard and custom metrics, association rules, aggregation and pruning, and visualization. You’ll then reinforce your new skills through interactive exercises, building recommendations for a small grocery store, a library, an e-book seller, a novelty gift retailer, and a movie streaming service. In the process, you’ll uncover hidden insights to improve recommendations for customers.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/market-basket-analysis-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Market Basket Analysis in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-23080,ONLINE,,AHOLD,N,Machine Learning for Business,,,,,,"This course will introduce the key elements of machine learning to the business leaders. We will focus on the key insights and base practices how to structure business questions as modeling projects with the machine learning teams. You will understand the different types of models, what kind of business questions they help answer, or what kind of opportunities they can uncover, also learn to identify situations where machine learning should NOT be applied, which is equally important. You will understand the difference between inference and prediction, predicting probability and amounts, and how using unsupervised learning can help build meaningful customer segmentation strategy.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/machine-learning-for-business,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Machine Learning for Business,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22940,ONLINE,,AHOLD,N,Cleaning Data in SQL Server Databases,,,,,,"Did you know that data scientists and data analysts spend a large amount of time cleaning data before they can analyze it? This is because real-world data is messy. To help you navigate messy data this course teaches you how to clean data stored in an SQL Server database. You’ll learn how to solve common problems such as how to clean messy strings, deal with empty values, compare the similarity between strings, and much more. You’ll get hands-on with all these tasks using a wide range of interesting and messy datasets, including monthly airline flights by airport, TV series and paper shop sales. Are you ready to get your hands messy?",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/cleaning-data-in-sql-server-databases,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Cleaning Data in SQL Server Databases,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22812,ONLINE,,AHOLD,N,Introduction to Tableau,,,,,,"Tableau is a widely used business intelligence (BI) and analytics software trusted by companies like Amazon, Experian, and Unilever to explore, visualize, and securely share data in the form of Workbooks and Dashboards. With its user-friendly drag-and-drop functionality it can be used by everyone to quickly clean, analyze, and visualize your team’s data.

You’ll learn how to navigate Tableau’s interface and connect and present data using easy-to-understand visualizations. By the end of this training, you’ll have the skills you need to confidently explore Tableau and build impactful data dashboards. Let’s dive in.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-tableau,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Tableau,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22789,ONLINE,,AHOLD,N,Handling Missing Data with Imputations in R,,,,,,"Missing data is everywhere. The process of filling in missing values is known as imputation, and knowing how to correctly fill in missing data is an essential skill if you want to produce accurate predictions and distinguish yourself from the crowd. In this course, you’ll learn how to use visualizations and statistical tests to recognize missing data patterns and how to impute data using a collection of statistical and machine learning models. You’ll also gain decision-making skills, helping you decide which imputation method fits best in a particular situation. Finally, you’ll learn to incorporate uncertainty from imputation into your inference and predictions, making them more robust and reliable.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/handling-missing-data-with-imputations-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Handling Missing Data with Imputations in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22772,ONLINE,,AHOLD,N,Transactions and Error Handling in PostgreSQL,,,,,,"Being able to leverage transactions and find and handle errors is critical to building resilient SQL scripts and working with databases. Transactions provide the protection needed to ensure that your data is consistent and operations work on the desired data in concurrent environments. Improper error handling can cause many serious and unexpected issues. Without the proper use of transactions and error handling, it's possible to make decisions based on incorrect data leading to false outcomes. In this course, we'll cover proper ways to use transactions and handle errors with a record of what went wrong. Additionally, we discuss how concurrently plays into the use of transactions and data outcomes. We'll practice these concepts on the FFEIC bank health data and with a patient data table.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/transactions-and-error-handling-in-postgresql,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Transactions and Error Handling in PostgreSQL,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22723,ONLINE,,AHOLD,N,Introduction to Airflow in Python,,,,,,"Delivering data on a schedule can be a manual process. You write scripts, add complex cron tasks, and try various ways to meet an ever-changing set of requirements—and it’s even trickier to manage everything when working with teammates. Airflow can remove this headache by adding scheduling, error handling, and reporting to your workflows. In this course, you’ll master the basics of Airflow and learn how to implement complex data engineering pipelines in production. You'll also learn how to use Directed Acyclic Graphs (DAGs), automate data engineering workflows, and implement data engineering tasks in an easy and repeatable fashion—helping you to maintain your sanity.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-airflow-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Airflow in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22639,ONLINE,,AHOLD,N,Joining Data with pandas,,,,,,"Being able to combine and work with multiple datasets is an essential skill for any aspiring Data Scientist. pandas is a crucial cornerstone of the Python data science ecosystem, with Stack Overflow recording 5 million views for pandas questions. Learn to handle multiple DataFrames by combining, organizing, joining, and reshaping them using pandas. You'll work with datasets from the World Bank and the City Of Chicago. You will finish the course with a solid skillset for data-joining in pandas.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/joining-data-with-pandas,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Joining Data with pandas,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22276,ONLINE,,AHOLD,N,GARCH Models in Python,,,,,,"Volatility is an essential concept in finance, which is why GARCH models in Python are a popular choice for forecasting changes in variance, specifically when working with time-series data that are time-dependant. This course will show you how and when to implement GARCH models, how to specify model assumptions, and how to make volatility forecasts and evaluate model performance. Using real-world data, including historical Tesla stock prices, you’ll gain hands-on experience of how to better quantify portfolio risks, through calculations of Value-at-Risk, covariance, and stock Beta. You’ll also apply what you’ve learned to a wide range of assets, including stocks, indices, cryptocurrencies, and foreign exchange, preparing you to go forth and use GARCH models.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/garch-models-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,GARCH Models in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-22066,ONLINE,,AHOLD,N,Data Manipulation with pandas,,,,,,"pandas is the world's most popular Python library, used for everything from data manipulation to data analysis. In this course, you'll learn how to manipulate DataFrames, as you extract, filter, and transform real-world datasets for analysis. Using pandas you’ll explore all the core data science concepts. Using real-world data, including Walmart sales figures and global temperature time series, you’ll learn how to import, clean, calculate statistics, and create visualizations—using pandas to add to the power of Python!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/data-manipulation-with-pandas,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Data Manipulation with pandas,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21983,ONLINE,,AHOLD,N,Introduction to Bash Scripting,,,,,,"Bash is a concise, superfast, and robust scripting language for data and file manipulation. It’s a vital skill for building analytics pipelines in the cloud, favored by Linux users to work with data stored across multiple files.

In this course, we’ll guide you through the basics of Bash scripting. We begin with an introduction to Bash script structures, including inputting arguments and outputting results. You’ll then work through data structures, such as variables and arrays, and control statements, including loops and conditionals. You’ll then put what you’ve learned into practice, by creating your own Bash functions and scheduling automated scripts to run like clockwork with cron.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-bash-scripting,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Bash Scripting,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21981,ONLINE,,AHOLD,N,Intermediate Regular Expressions in R,,,,,,"Analyzing data that comes in tables is fun. But what if the things that we find <em>most interesting</em> are not available as a neatly organized dataset but in plain text? Do not despair: In this course, you'll learn everything you need to know to <em>create powerful regular expressions</em> that will help you find all the information you need for your analyses from just a blob of text. But not only that. Using the concept of <em>string distances</em> you will learn to work even with text that contains typos or scanning errors, as you will be able to match them to their correct counterparts from other data sources (record linkage). As a learning material, we will analyze real documents about box office figures in Swiss cinemas.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/intermediate-regular-expressions-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Intermediate Regular Expressions in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21701,ONLINE,,AHOLD,N,Introduction to Oracle SQL,,,,,,"Oracle SQL is one of the most widely used database management system around the world. It's well suited to power primarily commercial and enterprise applications, and is particularly popular at large companies with mission-critical databases. Mastering Oracle SQL is therefore guaranteed to open exciting opportunities.
<br /> <br />
In this course, you will get a complete introduction to Oracle SQL solving business problems for a digital media store. You will first learn how to access, retrieve and restrict data. You will then perform aggregation and combine tables. The last chapter will have you handle missing values and convert data. By the end of this course, you will understand how Oracle processes SQL queries and will have a solid foundation in Oracle SQL.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-oracle-sql,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Oracle SQL,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21544,ONLINE,,AHOLD,N,Database Design,,,,,,"A good database design is crucial for a high-performance application. Just like you wouldn't start building a house without the benefit of a blueprint, you need to think about how your data will be stored beforehand. Taking the time to design a database saves time and frustration later on, and a well-designed database ensures ease of access and retrieval of information. While choosing a design, a lot of considerations have to be accounted for. In this course, you'll learn how to process, store, and organize data in an efficient way. You'll see how to structure data through normalization and present your data with views. Finally, you'll learn how to manage your database and all of this will be done on a variety of datasets from book sales, car rentals, to music reviews.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/database-design,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Database Design,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21422,ONLINE,,AHOLD,N,Predicting CTR with Machine Learning in Python,,,,,,"Have you ever wondered how companies like Facebook and Google are able to serve you surprisingly targeted ads that you occasionally click? Well, behind the scenes, they are running sophisticated machine learning models and using rich user data to predict the click-through rate (CTR) for every user who sees those ads. This course will teach you how to implement basic models in Python so that you can see how to better optimize ads with machine learning. Using real-life ad data you’ll learn how to engineer features, build machine learning models using those features, and evaluate your models in the context of CTR prediction. By the end of this course, you’ll have a strong understanding of how you can apply machine learning to make your ads more effective.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/predicting-ctr-with-machine-learning-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Predicting CTR with Machine Learning in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21406,ONLINE,,AHOLD,N,Natural Language Generation in Python,,,,,,"Have you ever wondered how Gmail autocompletes your sentences, or, what powers the WhatsApp suggestions when you’re typing a message? The technology behind these helpful writing hints is machine learning. In this course, you'll build and train machine learning models for different natural language generation tasks. For example, you'll train a model on the literary works of Shakespeare and generate text in the style of his writing. You'll also learn how to create a neural translation model to translate English sentences into French. Finally, you'll train a seq2seq model to generate your own natural language autocomplete sentences, just like Gmail!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/natural-language-generation-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Natural Language Generation in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21394,ONLINE,,AHOLD,N,Joining Data with dplyr,,,,,,"Often in data science, you'll encounter fascinating data that is spread across multiple tables. This course will teach you the skills you'll need to join multiple tables together to analyze them in combination. You'll practice your skills using a fun dataset about LEGOs from the Rebrickable website. The dataset contains information about the sets, parts, themes, and colors of LEGOs, but is spread across many tables. You'll work with the data throughout the course as you learn a total of six different joins! You'll learn four mutating joins: inner join, left join, right join, and full join, and two filtering joins: semi join and anti join. In the final chapter, you'll apply your new skills to Stack Overflow data, containing each of the almost 300,000 Stack Oveflow questions that are tagged with R, including information about their answers, the date they were asked, and their score. Get ready to take your dplyr skills to the next level!",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/joining-data-with-dplyr,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Joining Data with dplyr,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21062,ONLINE,,AHOLD,N,Intermediate Python for Finance,,,,,,"Are you a financial or business analyst, or simply looking for an easier way to manage your stock portfolio? If so learning Python can automate financial tasks such as calculating risk, mapping market health, and visualizing a stock's price trends, saving you time and money.

In this course, you’ll learn how to use Python data structures, execution control statements, and DataFrames to manipulate financial data. You will then work with pandas, using data from the Federal Reserve Bank, to explore national economic trends—an essential part of understanding investment strategies. You will also calculate risk based on stock price data, and display this data in easy to read plots. By the end of this course, you’ll be the new Python of Wall Street.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/intermediate-python-for-finance,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Intermediate Python for Finance,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-21049,ONLINE,,AHOLD,N,Practicing Statistics Interview Questions in R,,,,,,"Are you job interview ready? You may know everything there is to know about your target company, but have you practiced the classic R statistical interview questions? If not, we have you covered. In this course, you'll prepare for the most frequently covered statistical topics from distributions to hypothesis testing, regression models, and much more. You’ll sharpen your skills using datasets including Parkinson’s disease data and gas prices. This course is purposely more challenging than a typical DataCamp course to make sure that when it comes to interviewing time you’re ready to confidently tackle any statistics interview question in R.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/practicing-statistics-interview-questions-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Practicing Statistics Interview Questions in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20891,ONLINE,,AHOLD,N,Intermediate Data Visualization with ggplot2,,,,,,"This ggplot2 course builds on your knowledge from the introductory course to produce meaningful explanatory plots. Statistics will be calculated on the fly and you’ll see how Coordinates and Facets aid in communication. You’ll also explore details of data visualization best practices with ggplot2 to help make sure you have a sound understanding of what works and why. By the end of the course, you’ll have all the tools needed to make a custom plotting function to explore a large data set, combining statistics and excellent visuals.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/intermediate-data-visualization-with-ggplot2,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Intermediate Data Visualization with ggplot2,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20864,ONLINE,,AHOLD,N,Creating PostgreSQL Databases,,,,,,"You have experience working with databases or, perhaps, you have heard how useful databases can be for organizing your data. Have you ever wanted to create and manage your own databases but thought such knowledge is reserved for database administrators? Well, it is not! This course teaches you the skills and knowledge necessary to create and manage your own PostgreSQL databases. Topics that will be covered include the structure of PostgreSQL databases, PostgreSQL datatypes, and normalization of databases to efficiently store data and avoid data loss. These topics will be taught using data from the U.S. Small Business Administration (SBA) to guide the lessons and provide context for the concepts covered in the course.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/creating-postgresql-databases,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Creating PostgreSQL Databases,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20822,ONLINE,,AHOLD,N,Introduction to Data Visualization with ggplot2,,,,,,"The ability to produce meaningful and beautiful data visualizations is an essential part of your skill set as a data scientist. This course, the first R data visualization tutorial in the series, introduces you to the principles of good visualizations and the grammar of graphics plotting concepts implemented in the ggplot2 package. ggplot2 has become the go-to tool for flexible and professional plots in R. Here, we’ll examine the first three essential layers for making a plot - Data, Aesthetics and Geometries. By the end of the course you will be able to make complex exploratory plots.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-data-visualization-with-ggplot2,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Data Visualization with ggplot2,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20692,ONLINE,,AHOLD,N,Quantitative Risk Management in Python,,,,,,"Managing risk using Quantitative Risk Management is a vital task across the banking, insurance, and asset management industries. It’s essential that financial risk analysts, regulators, and actuaries can quantitatively balance rewards against their exposure to risk.


This course introduces you to financial portfolio risk management through an examination of the 2007—2008 financial crisis and its effect on investment banks such as Goldman Sachs and J.P. Morgan. You’ll learn how to use Python to calculate and mitigate risk exposure using the Value at Risk and Conditional Value at Risk measures, estimate risk with techniques like Monte Carlo simulation, and use cutting-edge  technologies such as neural networks to conduct real time portfolio rebalancing.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/quantitative-risk-management-in-python,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Quantitative Risk Management in Python,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20686,ONLINE,,AHOLD,N,Analyzing Social Media Data in R,,,,,,"Analyzing data from social media can provide you with valuable insights. It can inform campaign strategies, improve marketing and sales, measure customer engagement, perform competitor analysis, and identify untapped networks. In this course, you’ll use R to extract and visualize Twitter data, perform network analysis, and view the geolocation of tweets. You’ll use a variety of datasets to put what you’ve learned into play, including tweets about celebrities, technology companies, trending topics, and sports.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/analyzing-social-media-data-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Analyzing Social Media Data in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20680,ONLINE,,AHOLD,N,Building Web Applications with Shiny in R,,,,,,"Shiny is an R package that makes it easy to build highly interactive web apps directly in R. Using Shiny, data scientists can create interactive web apps that allow your team to dive in and explore your data as dashboards or visualizations. If you want to bring your data to life, Shiny is the way to go! Using data about baby names, food ingredients, and UFO sightings, you'll build a variety of different Shiny apps that leverage different inputs and outputs. You’ll also learn the basics of reactive expressions. By the end of this course, you’ll have the Shiny skills you need to build your first app in R.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/building-web-applications-with-shiny-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Building Web Applications with Shiny in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
course-20107,ONLINE,,AHOLD,N,Introduction to Writing Functions in R,,,,,,"Being able to write your own functions makes your analyses more readable, with fewer errors, and more reusable from project to project. Function writing will increase your productivity more than any other skill!  In this course you'll learn the basics of function writing, focusing on the arguments going into the function and the return values. You'll be writing useful data science functions, and using real-world data on Wyoming tourism, stock price/earnings ratios, and grain yields.",DataCamp Item Connector Upload,COMPLETED,,,,,OPT,DATACAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,3,https://www.datacamp.com/courses/introduction-to-writing-functions-in-r,,,,,Y,Y,,,INCOMPLETE,,,,,,,,,,,,,,,,,Ahold,,Y,Introduction to Writing Functions in R,,,,,,,,Y,AHOLD-1ST-LEVEL-SUPERVISOR,,,,,,,,,,,,,,,,,,!##!
